,yardline_100,down,goal_to_go,yards_gained,play_type,success,epa,n_defense_box,n_blitzers
12096,36.0,1.0,0,5.0,run,1.0,0.054498192,4,0
12098,23.0,1.0,0,8.0,run,1.0,0.51643133,5,0
12099,15.0,2.0,0,1.0,run,0.0,-0.3505601,5,0
12100,14.0,3.0,0,3.0,run,1.0,0.33856073,5,0
12101,11.0,1.0,0,3.0,run,0.0,-0.13021055,5,0
12104,66.0,2.0,0,1.0,run,0.0,-0.17006285,5,0
12105,65.0,1.0,0,5.0,run,0.0,-0.025867814,5,0
12112,1.0,1.0,1,1.0,run,1.0,0.65876997,5,0
12115,13.0,1.0,0,5.0,run,1.0,0.17446429,5,0
12116,8.0,2.0,0,6.0,run,1.0,0.933023,5,0
12122,54.0,1.0,0,9.0,run,1.0,0.80841535,7,0
12124,43.0,1.0,0,10.0,run,1.0,0.7964511,6,0
12125,33.0,1.0,0,8.0,run,1.0,0.51844746,6,0
12128,13.0,2.0,0,0.0,run,0.0,-4.9900756,6,0
12129,89.0,1.0,0,5.0,run,0.0,-0.0021234965,6,0
12136,23.0,1.0,0,8.0,run,1.0,0.48355263,6,0
12140,15.0,3.0,0,0.0,run,0.0,-1.6071966,7,0
12141,15.0,4.0,0,6.0,run,1.0,2.3549094,5,0
12143,9.0,2.0,1,0.0,run,0.0,-0.79881,6,0
12147,49.0,2.0,0,9.0,run,1.0,0.65393025,5,1
12148,40.0,3.0,0,4.0,run,1.0,0.7676225,8,0
12150,31.0,2.0,0,9.0,run,1.0,0.86087626,6,0
12151,22.0,1.0,0,7.0,run,0.0,-0.6518349,7,0
12153,25.0,2.0,0,4.0,run,0.0,-0.020939939,5,0
12157,70.0,2.0,0,3.0,run,0.0,-0.07844393,7,0
12163,75.0,1.0,0,7.0,run,1.0,0.35312098,6,0
12164,68.0,2.0,0,2.0,run,0.0,-0.1594107,7,0
12165,66.0,3.0,0,3.0,run,1.0,0.5357676,7,0
12166,63.0,1.0,0,6.0,run,1.0,0.3019313,7,0
12168,47.0,1.0,0,14.0,run,1.0,0.9195615,6,0
12171,10.0,1.0,1,7.0,run,1.0,0.64139867,6,0
12175,97.0,1.0,0,5.0,run,0.0,-0.13261129,6,0
12180,69.0,2.0,0,3.0,run,0.0,-0.4792078,6,0
12183,73.0,1.0,0,4.0,run,1.0,0.073785305,6,0
12197,98.0,2.0,0,-1.0,run,0.0,-0.6858615,6,0
12206,84.0,1.0,0,11.0,run,1.0,0.81007737,6,0
12207,73.0,1.0,0,1.0,run,0.0,-0.56196,6,0
12211,48.0,2.0,0,3.0,run,0.0,-0.6222662,6,0
12217,59.0,1.0,0,-1.0,run,0.0,-0.8010886,7,0
12221,22.0,1.0,0,5.0,run,1.0,0.106419995,7,0
12225,19.0,1.0,0,0.0,run,0.0,-0.47803816,6,0
12226,19.0,2.0,0,10.0,run,1.0,0.96978205,6,0
12227,9.0,1.0,1,4.0,run,1.0,0.15055299,7,0
12228,5.0,2.0,1,2.0,run,0.0,-0.6085145,6,0
12234,48.0,2.0,0,4.0,run,1.0,0.08981228,5,0
12235,44.0,3.0,0,-2.0,run,0.0,-2.2988367,5,0
12237,54.0,1.0,0,2.0,run,0.0,-0.4649194,6,0
12244,29.0,3.0,0,3.0,run,0.0,-0.4124836,6,0
12247,65.0,1.0,0,0.0,run,0.0,-0.4455791,7,0
12252,74.0,2.0,0,1.0,run,0.0,-0.57681805,7,0
12256,68.0,2.0,0,1.0,run,0.0,-0.32612932,6,0
12257,67.0,3.0,0,0.0,run,0.0,-1.4645495,6,0
12258,67.0,4.0,0,2.0,run,1.0,1.8610672,9,0
12260,60.0,2.0,0,3.0,run,0.0,-0.022695327,4,1
12264,28.0,1.0,0,16.0,run,1.0,1.1553348,4,0
12265,12.0,1.0,0,-2.0,run,0.0,-0.72061545,6,0
12269,30.0,1.0,0,6.0,run,0.0,-0.06662356,7,0
12272,75.0,1.0,0,6.0,run,1.0,0.22315313,6,0
12275,53.0,2.0,0,4.0,run,0.0,-0.5517627,7,0
12276,49.0,3.0,0,14.0,run,1.0,2.287779,6,0
12277,35.0,1.0,0,2.0,run,0.0,-0.38214558,7,0
12281,31.0,2.0,0,3.0,run,0.0,-0.3112747,6,0
12284,65.0,1.0,0,4.0,run,0.0,-0.117348045,7,0
12291,87.0,1.0,0,8.0,run,1.0,0.5193977,7,0
12292,79.0,2.0,0,4.0,run,1.0,0.31196555,6,0
12293,75.0,1.0,0,8.0,run,1.0,0.51162404,7,0
12294,67.0,2.0,0,17.0,run,1.0,1.1173897,6,0
12295,50.0,1.0,0,2.0,run,0.0,-0.5473996,7,0
12300,93.0,1.0,0,9.0,run,1.0,0.8629153,7,0
12301,84.0,2.0,0,0.0,run,0.0,-0.7337723,8,0
12302,84.0,3.0,0,0.0,run,0.0,-1.7744015,8,0
12305,76.0,2.0,0,2.0,run,0.0,-0.4889583,7,0
12309,60.0,1.0,0,2.0,run,0.0,-0.49534672,7,0
12310,58.0,2.0,0,0.0,run,0.0,-0.85526353,8,0
12313,41.0,1.0,0,3.0,run,0.0,-0.20888083,6,0
12315,26.0,1.0,0,5.0,run,1.0,0.100590914,7,0
12318,31.0,3.0,0,16.0,run,1.0,2.6058364,6,0
12319,15.0,1.0,0,3.0,run,0.0,-0.28291675,7,0
12323,75.0,1.0,0,3.0,run,0.0,-0.42571348,7,0
12324,72.0,2.0,0,2.0,run,0.0,-0.22014663,6,0
12325,70.0,3.0,0,4.0,run,0.0,-1.0769085,6,0
12327,80.0,1.0,0,3.0,run,0.0,-0.21286935,6,0
12330,75.0,2.0,0,3.0,run,0.0,-0.37748697,6,0
12332,77.0,3.0,0,10.0,run,0.0,-0.32680285,5,0
12336,68.0,2.0,0,-2.0,run,0.0,-1.2409786,7,0
12340,63.0,1.0,0,4.0,run,0.0,-0.16789708,7,0
12346,58.0,1.0,0,5.0,run,1.0,0.07550125,7,0
12347,53.0,2.0,0,0.0,run,0.0,-0.6545648,7,0
12352,5.0,1.0,1,-2.0,run,0.0,-0.74864614,7,0
12356,75.0,1.0,0,2.0,run,0.0,-0.5556233,7,0
12357,73.0,2.0,0,5.0,run,1.0,0.04474771,6,0
12361,72.0,2.0,0,13.0,run,1.0,0.6785804,7,0
12364,17.0,1.0,0,17.0,run,1.0,1.9739485,7,0
12366,74.0,2.0,0,0.0,run,0.0,-0.8978614,6,0
12372,43.0,2.0,0,2.0,run,0.0,-0.34106565,7,0
12377,4.0,1.0,1,2.0,run,0.0,-0.04133723,7,0
12378,2.0,2.0,1,2.0,run,1.0,1.0994554,8,0
12382,68.0,3.0,0,3.0,run,0.0,-0.96793175,6,0
12384,86.0,1.0,0,0.0,run,0.0,-0.5604895,7,0
12387,89.0,3.0,0,9.0,run,0.0,-0.074358515,6,0
12389,67.0,1.0,0,1.0,run,0.0,-0.5973728,6,0
12395,80.0,1.0,0,5.0,run,0.0,-0.22650087,7,0
12396,75.0,2.0,0,1.0,run,0.0,-0.5021571,7,0
12397,74.0,3.0,0,4.0,run,0.0,-0.17978525,8,0
12400,75.0,1.0,0,5.0,run,1.0,0.026367582,5,0
12401,70.0,2.0,0,4.0,run,1.0,0.23022968,6,0
12404,68.0,1.0,0,1.0,run,0.0,-0.6983766,6,0
12408,32.0,1.0,0,7.0,run,1.0,0.28364974,5,0
12412,69.0,2.0,0,3.0,run,1.0,0.0049446626,5,0
12417,82.0,1.0,0,12.0,run,1.0,0.7884646,6,0
12419,70.0,2.0,0,2.0,run,0.0,-0.632698,5,0
12426,43.0,2.0,0,5.0,run,1.0,0.4234388,5,0
12429,24.0,1.0,0,5.0,run,0.0,-0.011928126,5,0
12436,67.0,2.0,0,7.0,run,1.0,0.3113263,5,0
12437,60.0,1.0,0,14.0,run,1.0,0.7727481,5,0
12438,46.0,1.0,0,2.0,run,0.0,-0.4928025,5,0
12439,44.0,2.0,0,44.0,run,1.0,4.366975,5,0
12444,75.0,1.0,0,24.0,run,1.0,1.3296418,5,0
12445,51.0,1.0,0,31.0,run,1.0,1.9171873,5,0
12446,20.0,1.0,0,4.0,run,0.0,-0.120806076,5,0
12451,69.0,2.0,0,7.0,run,1.0,0.52044326,5,0
12459,19.0,3.0,0,19.0,run,1.0,3.6595855,6,1
12460,75.0,1.0,0,5.0,run,1.0,0.11370519,5,0
12461,70.0,2.0,0,1.0,run,0.0,-0.42665797,5,0
12463,62.0,1.0,0,0.0,run,0.0,-0.5828045,5,0
12466,42.0,1.0,0,12.0,run,1.0,0.8124675,4,0
12467,30.0,1.0,0,-1.0,run,0.0,-0.9535014,5,0
12471,18.0,2.0,0,-1.0,run,0.0,-0.43667924,5,0
12475,75.0,2.0,0,2.0,run,0.0,-0.56329316,6,0
12477,62.0,1.0,0,5.0,run,1.0,0.050852746,5,0
12478,57.0,2.0,0,0.0,run,0.0,-1.0132698,5,0
12483,53.0,1.0,0,7.0,run,1.0,0.19428857,5,0
12486,32.0,1.0,0,12.0,run,1.0,0.7952111,5,0
12487,20.0,1.0,0,-1.0,run,0.0,-0.8347286,5,0
12488,21.0,2.0,0,2.0,run,0.0,-0.33997712,5,0
12491,74.0,1.0,0,10.0,run,1.0,0.66119707,5,0
12493,56.0,2.0,0,4.0,run,1.0,0.25668287,6,0
12496,17.0,2.0,0,2.0,run,0.0,-0.07707185,6,0
12498,79.0,1.0,0,4.0,run,0.0,-0.059624217,5,0
12500,55.0,1.0,0,9.0,run,1.0,0.7167827,5,0
12502,46.0,3.0,0,4.0,run,1.0,0.56277394,6,0
12503,42.0,1.0,0,3.0,run,0.0,-0.31108543,5,0
12505,30.0,1.0,0,6.0,run,1.0,0.3950471,5,0
12506,24.0,2.0,0,0.0,run,0.0,-0.64160347,5,0
12509,14.0,2.0,0,-2.0,run,0.0,-1.2528443,5,0
12513,75.0,2.0,0,6.0,run,0.0,-0.119308546,5,0
12515,59.0,1.0,0,6.0,run,1.0,0.3352076,5,0
12518,57.0,1.0,0,0.0,run,0.0,-0.4177858,5,0
12526,75.0,1.0,0,3.0,run,0.0,-0.37977186,5,0
12527,72.0,2.0,0,3.0,run,1.0,0.22795579,6,0
12531,70.0,1.0,0,7.0,run,1.0,0.099242456,4,0
12541,84.0,1.0,0,8.0,run,1.0,0.5006024,7,0
12543,76.0,3.0,0,1.0,run,0.0,-1.2171067,6,0
12551,76.0,1.0,0,3.0,run,0.0,-0.1583092,7,0
12554,65.0,1.0,0,2.0,run,0.0,-0.32121715,6,0
12555,63.0,2.0,0,4.0,run,0.0,-0.15533759,6,0
12558,80.0,1.0,0,2.0,run,0.0,-0.5676477,8,0
12560,57.0,1.0,0,4.0,run,0.0,-0.13119537,7,0
12564,40.0,3.0,0,2.0,run,0.0,-1.6079865,6,0
12566,27.0,1.0,0,9.0,run,1.0,0.8159462,6,0
12568,18.0,3.0,0,2.0,run,1.0,0.3411887,8,0
12573,5.0,1.0,1,5.0,run,1.0,1.1267731,8,0
12575,44.0,1.0,0,9.0,run,1.0,0.7601969,8,0
12576,35.0,2.0,0,3.0,run,1.0,0.07345241,6,0
12577,32.0,1.0,0,8.0,run,1.0,0.69706964,7,0
12578,24.0,2.0,0,2.0,run,1.0,0.021052202,6,0
12579,22.0,1.0,0,8.0,run,1.0,0.5041639,6,0
12580,14.0,2.0,0,-1.0,run,0.0,-0.8932762,8,0
12582,75.0,1.0,0,1.0,run,0.0,-0.50327075,7,0
12587,34.0,2.0,0,4.0,run,0.0,-0.27503783,6,0
12588,30.0,3.0,0,-3.0,run,0.0,-1.7304736,6,0
12590,91.0,1.0,0,1.0,run,0.0,-0.5275549,8,0
12591,90.0,2.0,0,15.0,run,1.0,1.4499545,7,0
12593,75.0,2.0,0,1.0,run,0.0,-0.659616,6,0
12597,27.0,2.0,0,0.0,run,0.0,-0.6216885,6,0
12598,27.0,3.0,0,7.0,run,1.0,0.9836504,6,0
12600,20.0,2.0,0,-3.0,run,0.0,-1.0219349,7,0
12602,28.0,3.0,0,12.0,run,1.0,0.32086867,5,0
12608,21.0,3.0,0,9.0,run,1.0,0.80957425,6,0
12613,75.0,1.0,0,3.0,run,0.0,-0.26069194,6,0
12615,61.0,1.0,0,1.0,run,0.0,-0.5096231,7,0
12619,79.0,1.0,0,2.0,run,0.0,-0.47465453,6,0
12621,68.0,1.0,0,8.0,run,1.0,0.49556348,6,0
12622,60.0,2.0,0,3.0,run,1.0,0.17243685,7,0
12625,25.0,1.0,0,5.0,run,1.0,0.07320339,6,0
12626,20.0,2.0,0,6.0,run,1.0,0.63917196,7,0
12627,14.0,1.0,0,14.0,run,1.0,2.0663154,7,0
12630,55.0,1.0,0,3.0,run,0.0,-0.23795511,6,0
12635,93.0,2.0,0,8.0,run,1.0,0.31516406,6,0
12636,85.0,3.0,0,6.0,run,1.0,1.0667738,6,0
12639,70.0,3.0,0,6.0,run,1.0,0.7616788,8,0
12640,64.0,1.0,0,1.0,run,0.0,-0.5369956,7,0
12642,50.0,1.0,0,3.0,run,0.0,-0.25365898,6,0
12644,37.0,1.0,0,1.0,run,0.0,-0.52138233,6,0
12646,20.0,1.0,0,1.0,run,0.0,-0.48828042,6,0
12648,24.0,2.0,0,12.0,run,1.0,0.9744979,6,0
12651,75.0,1.0,0,13.0,run,1.0,0.76172465,6,0
12652,62.0,1.0,0,5.0,run,1.0,0.1225158,7,0
12653,57.0,2.0,0,1.0,run,0.0,-0.65409005,7,0
12654,56.0,3.0,0,5.0,run,1.0,1.2623833,7,0
12655,51.0,1.0,0,5.0,run,0.0,-0.0150814,8,0
12657,45.0,3.0,0,5.0,run,1.0,1.1734428,6,0
12658,40.0,1.0,0,6.0,run,1.0,0.2173058,5,0
12659,34.0,2.0,0,3.0,run,0.0,-0.07243848,8,0
12660,31.0,3.0,0,2.0,run,1.0,0.50490355,9,0
12661,29.0,1.0,0,0.0,run,0.0,-0.41483474,7,0
12665,73.0,2.0,0,11.0,run,1.0,1.2032851,7,0
12666,62.0,1.0,0,2.0,run,0.0,-0.45249566,6,0
12668,53.0,1.0,0,9.0,run,1.0,0.7048757,6,0
12670,39.0,1.0,0,5.0,run,0.0,-0.15116276,6,0
12671,34.0,2.0,0,-2.0,run,0.0,-0.98977697,6,0
12672,36.0,3.0,0,0.0,run,0.0,-2.0095093,6,0
12685,51.0,1.0,0,2.0,run,0.0,-0.5380417,8,0
12687,44.0,2.0,0,2.0,run,1.0,1.0743207,6,0
12691,45.0,1.0,0,8.0,run,1.0,0.4505938,6,0
12695,33.0,1.0,0,-1.0,run,0.0,-0.9321308,7,0
12701,89.0,1.0,0,2.0,run,0.0,-0.5925932,7,0
12708,31.0,2.0,0,2.0,run,0.0,-0.25101086,6,0
12717,86.0,2.0,0,8.0,run,1.0,0.47463626,7,0
12726,47.0,1.0,0,2.0,run,0.0,-0.53748745,6,0
12727,45.0,2.0,0,4.0,run,0.0,-0.1679005,6,1
12732,24.0,1.0,0,0.0,run,0.0,-0.41866896,7,0
12735,14.0,1.0,0,0.0,run,0.0,-0.4803381,7,0
12737,6.0,3.0,0,6.0,run,1.0,2.0889943,6,0
12738,71.0,1.0,0,1.0,run,0.0,-0.5576996,7,0
12739,70.0,2.0,0,4.0,run,0.0,-0.058456514,7,0
12744,79.0,3.0,0,4.0,run,1.0,0.50761974,8,0
12745,75.0,1.0,0,4.0,run,0.0,-0.08864098,7,0
12750,35.0,2.0,0,1.0,run,0.0,-0.46497023,6,0
12753,18.0,2.0,0,2.0,run,0.0,-0.5641265,6,0
12754,16.0,3.0,0,4.0,run,1.0,0.8678142,6,0
12767,75.0,1.0,0,8.0,run,1.0,0.5785815,7,0
12768,67.0,2.0,0,0.0,run,0.0,-0.774289,7,0
12771,72.0,1.0,0,11.0,run,1.0,0.66766524,6,0
12775,52.0,3.0,0,2.0,run,1.0,0.5207843,7,0
12778,21.0,1.0,0,6.0,run,1.0,0.21601002,7,0
12779,15.0,2.0,0,3.0,run,0.0,-0.07472545,7,0
12783,75.0,2.0,0,5.0,run,0.0,-0.1935948,6,0
12785,65.0,1.0,0,6.0,run,1.0,0.29727715,6,0
12786,59.0,2.0,0,5.0,run,1.0,0.5579947,6,0
12787,54.0,1.0,0,1.0,run,0.0,-0.5359767,7,0
12794,61.0,3.0,0,2.0,run,1.0,0.48081228,9,0
12796,47.0,1.0,0,3.0,run,0.0,-0.3466481,7,0
12803,71.0,1.0,0,4.0,run,0.0,-0.19296587,8,0
12806,60.0,2.0,0,9.0,run,1.0,0.7403953,6,0
12807,51.0,3.0,0,10.0,run,1.0,1.1144036,7,0
12808,41.0,1.0,0,-1.0,run,0.0,-0.98014647,6,0
12809,42.0,2.0,0,3.0,run,0.0,-0.36522037,6,0
12813,30.0,1.0,0,1.0,run,0.0,-0.43513337,7,0
12817,75.0,1.0,0,2.0,run,1.0,0.8718655,5,0
12819,49.0,2.0,0,0.0,run,0.0,-0.5918869,7,0
12820,49.0,3.0,0,7.0,run,1.0,1.70211,8,0
12822,30.0,2.0,0,5.0,run,1.0,0.037509248,5,0
12829,75.0,1.0,0,14.0,run,1.0,0.75081134,6,0
12830,61.0,1.0,0,4.0,run,0.0,-0.1395586,6,0
12841,75.0,1.0,0,5.0,run,0.0,-0.15218195,5,0
12842,70.0,2.0,0,4.0,run,1.0,0.2238036,6,0
12850,69.0,1.0,0,2.0,run,0.0,-0.50342333,6,0
12851,67.0,2.0,0,1.0,run,0.0,-0.60483205,6,0
12859,28.0,1.0,0,-1.0,run,0.0,-0.72631055,7,0
12860,29.0,2.0,0,-1.0,run,0.0,-0.6121738,6,0
12873,76.0,2.0,0,1.0,run,0.0,-0.018330218,7,0
12874,75.0,1.0,0,48.0,run,1.0,3.306442,6,0
12875,27.0,1.0,0,1.0,run,0.0,-0.43845126,6,0
12879,90.0,1.0,0,1.0,run,0.0,-0.5068143,6,0
12883,56.0,1.0,0,14.0,run,1.0,0.9480149,7,0
12885,20.0,1.0,0,19.0,run,1.0,1.7840289,7,0
12886,1.0,1.0,1,-2.0,run,0.0,-0.7360066,7,0
12887,3.0,2.0,1,2.0,run,1.0,0.0522916,6,0
12888,1.0,3.0,1,1.0,run,1.0,1.2018958,6,0
12890,68.0,2.0,0,4.0,run,0.0,-0.060011834,7,0
12895,29.0,1.0,0,7.0,run,1.0,0.39553723,6,0
12896,22.0,2.0,0,1.0,run,0.0,-0.48140833,7,0
12906,61.0,3.0,0,61.0,run,1.0,5.5165467,8,0
12910,38.0,1.0,0,3.0,run,0.0,-0.28208387,7,0
12911,35.0,2.0,0,1.0,run,0.0,-0.62216187,8,0
12914,88.0,1.0,0,6.0,run,1.0,0.311383,7,0
12926,12.0,2.0,1,8.0,run,1.0,0.23976149,6,0
12942,75.0,1.0,0,27.0,run,1.0,1.7309568,6,0
12943,48.0,1.0,0,5.0,run,1.0,0.008426405,8,0
12944,43.0,2.0,0,4.0,run,1.0,0.21239804,7,0
12946,34.0,1.0,0,6.0,run,1.0,0.46762556,9,0
12950,2.0,1.0,1,2.0,run,1.0,0.6653898,5,0
12952,75.0,2.0,0,3.0,run,0.0,-0.59369385,6,0
12954,55.0,1.0,0,1.0,run,0.0,-0.44186577,7,0
12957,42.0,1.0,0,0.0,run,0.0,-0.53610694,7,0
12960,14.0,1.0,0,11.0,run,1.0,0.94110817,6,0
12961,3.0,1.0,1,3.0,run,1.0,0.7230933,8,0
12962,81.0,1.0,0,11.0,run,1.0,0.7477692,6,0
12964,57.0,1.0,0,0.0,run,0.0,-0.508305,7,0
12968,33.0,2.0,0,1.0,run,0.0,-0.31827116,6,0
12970,32.0,4.0,0,-2.0,run,0.0,-4.267665,9,0
12975,36.0,1.0,0,3.0,run,0.0,-0.18792483,7,0
12977,27.0,3.0,0,2.0,run,1.0,0.5291692,7,0
12981,84.0,1.0,0,3.0,run,0.0,-0.38887563,5,0
12982,81.0,2.0,0,-5.0,run,0.0,-1.4477961,0,0
12984,79.0,1.0,0,-2.0,run,0.0,-0.96216005,6,0
12988,58.0,2.0,0,1.0,run,0.0,-0.5651536,9,0
12989,57.0,3.0,0,6.0,run,1.0,1.2163984,6,0
12991,45.0,2.0,0,2.0,run,0.0,-0.45710057,8,0
12992,43.0,3.0,0,1.0,run,0.0,-1.08934,8,0
12993,42.0,4.0,0,2.0,run,1.0,2.0337636,8,0
12994,40.0,1.0,0,6.0,run,1.0,0.09858907,7,0
12995,34.0,2.0,0,1.0,run,1.0,0.4663164,8,0
12996,28.0,1.0,0,13.0,run,1.0,0.84440297,7,0
12997,15.0,1.0,0,8.0,run,1.0,0.53887546,6,0
12998,7.0,2.0,0,3.0,run,1.0,0.39052647,6,0
13008,29.0,1.0,0,-4.0,run,0.0,-0.78160685,9,0
13009,33.0,2.0,0,1.0,run,0.0,-0.39316437,7,0
13014,67.0,2.0,0,0.0,run,0.0,-0.75186765,5,0
13019,65.0,1.0,0,4.0,run,0.0,-0.054424055,6,0
13020,61.0,2.0,0,-1.0,run,0.0,-0.99490523,6,0
13021,62.0,3.0,0,9.0,run,1.0,1.8909901,5,1
13024,35.0,1.0,0,1.0,run,0.0,-0.5527173,6,0
13028,94.0,1.0,0,1.0,run,0.0,-0.6572426,6,0
13029,93.0,2.0,0,0.0,run,0.0,-0.6115493,5,0
13033,52.0,1.0,0,16.0,run,1.0,0.9167578,5,0
13035,27.0,2.0,0,3.0,run,1.0,0.16855402,6,0
13049,72.0,1.0,0,2.0,run,0.0,-0.3578853,5,0
13053,84.0,1.0,0,3.0,run,0.0,-0.37799144,5,0
13057,62.0,1.0,0,-1.0,run,0.0,-0.7250371,5,0
13059,46.0,1.0,0,7.0,run,1.0,0.3408216,6,0
13060,39.0,2.0,0,2.0,run,0.0,-0.16406405,5,0
13061,37.0,3.0,0,2.0,run,1.0,0.46949002,5,0
13062,35.0,1.0,0,7.0,run,1.0,0.39533263,6,0
13063,28.0,2.0,0,2.0,run,0.0,-0.16823421,6,0
13069,30.0,1.0,0,3.0,run,0.0,-0.45491427,5,0
13077,34.0,2.0,0,0.0,run,0.0,-0.85087186,6,0
13087,20.0,1.0,0,5.0,run,0.0,-0.0027131843,4,0
13092,66.0,3.0,0,0.0,run,0.0,-1.7575188,5,0
13093,66.0,4.0,0,0.0,run,0.0,-3.773301,6,0
13095,39.0,2.0,0,-1.0,run,0.0,-1.0743167,5,0
13099,90.0,1.0,0,3.0,run,0.0,-0.34984815,5,0
13103,59.0,1.0,0,3.0,run,0.0,-0.20680471,6,0
13121,65.0,2.0,0,0.0,run,0.0,-0.6991326,5,0
13122,65.0,3.0,0,3.0,run,1.0,0.88977855,5,0
13128,62.0,1.0,0,3.0,run,0.0,-0.22737105,6,0
13131,18.0,1.0,0,4.0,run,0.0,-0.16981173,5,0
13132,14.0,2.0,0,10.0,run,1.0,1.2899352,5,0
13146,59.0,1.0,0,6.0,run,1.0,0.2424472,7,0
13147,53.0,2.0,0,53.0,run,1.0,5.2724566,7,0
13151,48.0,1.0,0,2.0,run,0.0,-0.38934216,5,0
13152,46.0,2.0,0,1.0,run,0.0,-0.74597394,6,0
13153,45.0,3.0,0,4.0,run,0.0,-1.2879461,6,0
13168,64.0,1.0,0,3.0,run,0.0,-0.30151072,7,0
13171,44.0,1.0,0,2.0,run,0.0,-0.44786203,6,0
13172,42.0,2.0,0,4.0,run,0.0,-0.1541201,7,0
13175,14.0,1.0,0,1.0,run,0.0,-0.47905555,7,0
13179,1.0,1.0,1,0.0,run,0.0,-0.25204265,9,0
13180,1.0,2.0,1,0.0,run,0.0,-0.43837273,9,0
13183,75.0,1.0,0,8.0,run,1.0,0.57892674,7,0
13184,67.0,2.0,0,7.0,run,1.0,0.34889543,8,0
13186,60.0,2.0,0,0.0,run,0.0,-0.8371841,7,0
13188,27.0,1.0,0,2.0,run,0.0,-0.38478002,7,0
13190,21.0,3.0,0,0.0,run,0.0,-1.6474648,6,0
13198,27.0,1.0,0,3.0,run,0.0,-0.065463424,7,0
13199,24.0,2.0,0,1.0,run,0.0,-0.57081765,7,0
13201,18.0,4.0,0,0.0,run,0.0,-3.8716078,6,0
13203,79.0,2.0,0,5.0,run,1.0,0.29097268,7,0
13205,56.0,1.0,0,-2.0,run,0.0,-0.7903475,7,0
13209,87.0,1.0,0,2.0,run,0.0,-0.4057621,7,0
13211,73.0,1.0,0,6.0,run,1.0,0.121155724,7,0
13214,52.0,1.0,0,3.0,run,0.0,-0.24959244,6,0
13223,44.0,1.0,0,1.0,run,0.0,-0.6040365,7,0
13227,31.0,3.0,0,31.0,run,1.0,4.6021276,7,0
13229,68.0,2.0,0,2.0,run,0.0,-0.31162247,7,0
13234,38.0,1.0,0,9.0,run,1.0,0.51610816,5,0
13238,75.0,1.0,0,5.0,run,0.0,-0.2613608,6,0
13239,75.0,1.0,0,1.0,run,0.0,-0.5425955,7,0
13241,21.0,1.0,0,6.0,run,1.0,0.19624874,7,0
13243,2.0,1.0,1,0.0,run,0.0,-0.41422895,9,0
13246,75.0,1.0,0,-2.0,run,0.0,-1.2559377,7,0
13249,64.0,1.0,0,1.0,run,0.0,-0.5167005,7,0
13256,69.0,2.0,0,6.0,run,0.0,-0.41312093,7,0
13260,40.0,1.0,0,1.0,run,0.0,-0.58460325,7,0
13267,57.0,1.0,0,1.0,run,0.0,-0.4855426,8,0
13272,81.0,1.0,0,5.0,run,0.0,-0.10802472,7,0
13275,55.0,1.0,0,18.0,run,1.0,0.9013198,6,0
13282,50.0,1.0,0,0.0,run,0.0,-0.52930385,7,0
13287,23.0,1.0,0,5.0,run,1.0,0.2279357,7,0
13288,18.0,2.0,0,1.0,run,0.0,-0.59995395,7,0
13290,12.0,1.0,0,1.0,run,0.0,-0.50320375,7,0
13299,20.0,1.0,0,5.0,run,1.0,0.16657592,6,0
13303,47.0,1.0,0,3.0,run,0.0,-0.21455355,6,0
13307,19.0,1.0,0,19.0,run,1.0,2.702044,8,0
13310,8.0,1.0,1,3.0,run,1.0,0.06188567,7,0
13311,5.0,2.0,1,-1.0,run,0.0,-1.1726015,7,0
13312,6.0,3.0,1,6.0,run,1.0,3.0092006,8,0
13325,75.0,1.0,0,1.0,run,0.0,-0.55334014,7,0
13329,77.0,1.0,0,3.0,run,0.0,-0.15289761,6,0
13333,79.0,1.0,0,-5.0,run,0.0,-1.2239513,7,0
13337,76.0,1.0,0,9.0,run,1.0,0.9895417,6,0
13338,67.0,2.0,0,2.0,run,0.0,-0.16850466,7,0
13340,65.0,2.0,0,4.0,run,0.0,-0.2886777,6,0
13341,61.0,3.0,0,4.0,run,0.0,-1.024682,6,1
13344,73.0,2.0,0,-2.0,run,0.0,-1.187347,7,0
13352,82.0,2.0,0,1.0,run,0.0,-0.5858234,7,0
13358,35.0,1.0,0,5.0,run,1.0,0.040236246,6,0
13360,30.0,3.0,0,1.0,run,0.0,-1.4808702,6,0
13365,79.0,3.0,0,9.0,run,0.0,-0.14544347,6,0
13367,36.0,1.0,0,4.0,run,0.0,-0.88001376,6,0
13376,76.0,1.0,0,6.0,run,1.0,0.2360318,7,0
13377,70.0,2.0,0,3.0,run,1.0,0.022585684,6,0
13378,67.0,3.0,0,0.0,run,0.0,-4.7918687,6,0
13379,34.0,1.0,0,9.0,run,1.0,0.7913193,6,0
13380,25.0,2.0,0,7.0,run,1.0,0.3962004,6,0
13381,18.0,1.0,0,1.0,run,0.0,-0.4355901,6,0
13382,17.0,2.0,0,3.0,run,0.0,-0.45050722,6,0
13388,53.0,1.0,0,1.0,run,0.0,-0.6416592,7,0
13389,52.0,2.0,0,5.0,run,1.0,0.13284913,6,0
13392,54.0,1.0,0,11.0,run,1.0,0.55893946,6,0
13403,75.0,1.0,0,1.0,run,0.0,-0.5426488,8,0
13407,72.0,1.0,0,0.0,run,0.0,-0.5388698,6,0
13409,63.0,3.0,0,2.0,run,1.0,0.39772686,7,0
13410,61.0,1.0,0,7.0,run,1.0,0.35902876,6,0
