,yardline_100,down,goal_to_go,yards_gained,play_type,success,epa,n_defense_box,n_blitzers
45138,80.0,1.0,0,5.0,run,1.0,0.05870899,8,0
45139,75.0,2.0,0,4.0,run,1.0,0.27902004,6,0
45140,71.0,3.0,0,5.0,run,1.0,0.5011964,6,0
45141,66.0,1.0,0,2.0,run,0.0,-0.36398995,6,0
45143,67.0,3.0,0,26.0,run,1.0,2.8075526,6,1
45147,13.0,2.0,0,0.0,run,0.0,-0.74819666,7,0
45151,35.0,1.0,0,19.0,run,1.0,1.4124897,6,0
45153,7.0,2.0,0,5.0,run,1.0,0.6488648,7,0
45154,2.0,1.0,1,2.0,run,1.0,0.8438059,7,0
45166,45.0,1.0,0,11.0,run,1.0,0.37599045,8,0
45167,75.0,1.0,0,17.0,run,1.0,1.0076053,7,0
45170,41.0,1.0,0,4.0,run,0.0,-0.26890156,7,0
45176,86.0,1.0,0,13.0,run,1.0,1.8579665,6,0
45178,49.0,2.0,0,7.0,run,1.0,0.15429734,6,0
45180,42.0,2.0,0,3.0,run,0.0,-0.6069336,7,0
45182,13.0,1.0,0,-1.0,run,0.0,-0.5418167,6,0
45184,4.0,1.0,1,4.0,run,1.0,0.8707678,7,0
45185,75.0,1.0,0,2.0,run,0.0,-0.53450644,6,0
45187,61.0,1.0,0,4.0,run,0.0,-0.058090784,5,0
45188,57.0,2.0,0,2.0,run,0.0,-0.57095146,6,0
45191,57.0,1.0,0,1.0,run,0.0,-0.505357,7,0
45194,42.0,2.0,0,5.0,run,0.0,-0.23159902,7,0
45196,23.0,1.0,0,23.0,run,1.0,2.3477376,8,0
45200,73.0,1.0,0,4.0,run,0.0,-0.12939465,6,0
45201,69.0,2.0,0,5.0,run,1.0,0.48080233,6,0
45202,64.0,3.0,0,5.0,run,1.0,0.5110042,6,0
45203,59.0,1.0,0,-2.0,run,0.0,-0.79111516,6,0
45206,24.0,1.0,0,2.0,run,0.0,-0.4117781,7,0
45207,22.0,2.0,0,-1.0,run,0.0,-0.5813762,6,0
45209,75.0,1.0,0,9.0,run,1.0,0.77466995,6,0
45210,66.0,2.0,0,0.0,run,0.0,-0.415637,6,0
45211,66.0,3.0,0,5.0,run,1.0,0.5155413,7,0
45215,49.0,1.0,0,1.0,run,0.0,-0.5436302,6,0
45217,38.0,1.0,0,2.0,run,0.0,-0.55152214,6,0
45220,28.0,2.0,0,5.0,run,1.0,0.40335423,6,0
45221,23.0,1.0,0,3.0,run,0.0,-0.3010123,6,0
45224,24.0,3.0,0,-2.0,run,0.0,-0.6169369,7,0
45232,14.0,2.0,0,14.0,run,1.0,2.353541,6,0
45234,75.0,2.0,0,22.0,run,1.0,1.975874,6,0
45236,44.0,2.0,0,10.0,run,1.0,0.36723915,6,0
45237,34.0,1.0,0,-1.0,run,0.0,-0.80533105,5,0
45239,25.0,1.0,0,21.0,run,1.0,1.4198269,6,0
45240,4.0,1.0,1,1.0,run,0.0,-0.18547255,6,0
45244,66.0,2.0,0,5.0,run,1.0,0.08220995,4,0
45246,32.0,1.0,0,-3.0,run,0.0,-1.1868448,6,0
45247,35.0,2.0,0,1.0,run,0.0,-0.71905005,6,0
45248,34.0,3.0,0,13.0,run,1.0,2.6319933,7,0
45253,6.0,2.0,1,5.0,run,1.0,0.6358221,5,0
45254,1.0,3.0,1,1.0,run,1.0,1.1760346,7,0
45256,58.0,1.0,0,-1.0,run,0.0,-0.73562044,6,0
45260,43.0,1.0,0,-1.0,run,0.0,-0.80488926,6,0
45266,40.0,2.0,0,9.0,run,1.0,0.81696194,6,0
45267,31.0,3.0,0,2.0,run,1.0,0.54716426,7,0
45269,15.0,1.0,0,2.0,run,0.0,-0.40797284,6,0
45270,13.0,2.0,0,1.0,run,0.0,-0.60421544,6,0
45272,6.0,4.0,0,2.0,run,1.0,2.012983,8,0
45277,75.0,2.0,0,1.0,run,0.0,-0.69021827,7,0
45279,64.0,1.0,0,15.0,run,1.0,0.8636099,6,1
45284,16.0,1.0,1,5.0,run,0.0,-0.050580278,6,0
45286,75.0,1.0,0,1.0,run,0.0,-0.5736016,6,0
45287,74.0,2.0,0,3.0,run,0.0,-0.24890353,6,0
45290,64.0,2.0,0,10.0,run,1.0,0.53578645,6,0
45292,36.0,1.0,0,16.0,run,1.0,1.0843955,6,0
45293,20.0,1.0,0,-3.0,run,0.0,-0.9634708,7,0
45294,23.0,2.0,0,2.0,run,0.0,-1.2414331,8,0
45295,21.0,3.0,0,5.0,run,1.0,0.5369342,7,0
45299,75.0,1.0,0,4.0,run,0.0,-0.08248259,7,0
45300,71.0,2.0,0,8.0,run,1.0,0.8542357,7,0
45302,59.0,2.0,0,4.0,run,0.0,-0.03758992,7,0
45305,24.0,1.0,0,2.0,run,0.0,-0.4111699,7,0
45307,20.0,3.0,0,15.0,run,1.0,2.0495956,6,2
45308,5.0,1.0,1,2.0,run,0.0,-0.053336043,9,0
45309,3.0,2.0,1,-1.0,run,0.0,-1.1452134,10,0
45311,75.0,1.0,0,-4.0,run,0.0,-1.3375788,8,0
45315,64.0,2.0,0,0.0,run,0.0,-0.894541,7,0
45317,90.0,1.0,0,3.0,run,0.0,-0.35563987,9,0
45318,87.0,2.0,0,6.0,run,1.0,0.40971878,8,0
45319,81.0,3.0,0,0.0,run,0.0,-1.7660294,9,0
45320,81.0,4.0,0,4.0,run,1.0,2.4365337,8,0
45321,77.0,1.0,0,9.0,run,1.0,1.0343778,7,0
45323,68.0,3.0,0,0.0,run,0.0,-1.7138904,9,0
45325,64.0,1.0,0,2.0,run,0.0,-0.5146445,8,0
45328,44.0,1.0,0,4.0,run,0.0,-0.14702784,7,0
45330,35.0,3.0,0,2.0,run,1.0,0.5404482,8,0
45332,31.0,2.0,0,1.0,run,0.0,-0.57416344,7,0
45334,23.0,1.0,0,3.0,run,0.0,-0.30296692,6,0
45338,75.0,2.0,0,6.0,run,0.0,-0.08562501,7,0
45340,77.0,1.0,0,2.0,run,0.0,-0.2628772,8,0
45351,27.0,1.0,0,13.0,run,1.0,0.82917064,8,0
45352,14.0,1.0,0,3.0,run,0.0,-0.3349567,6,0
45355,5.0,1.0,1,-1.0,run,0.0,-0.71479905,8,0
45363,58.0,2.0,0,3.0,run,0.0,-0.04403591,5,0
45364,55.0,3.0,0,6.0,run,1.0,0.4868588,7,0
45365,49.0,1.0,0,12.0,run,1.0,0.7834572,5,1
45366,37.0,1.0,0,16.0,run,1.0,1.017797,6,0
45367,21.0,1.0,0,5.0,run,0.0,-0.7196547,5,0
45371,75.0,2.0,0,-2.0,run,0.0,-1.336696,7,0
45372,82.0,3.0,0,2.0,run,0.0,-0.9008222,7,0
45373,58.0,1.0,0,23.0,run,1.0,1.4048576,6,0
45374,35.0,1.0,0,-4.0,run,0.0,-1.3380837,6,0
45377,24.0,1.0,0,6.0,run,1.0,0.19229816,7,0
45378,18.0,2.0,0,6.0,run,1.0,0.3526768,6,0
45379,12.0,1.0,0,9.0,run,1.0,0.86026156,6,0
45380,3.0,2.0,0,2.0,run,1.0,0.33071685,10,0
45381,1.0,1.0,1,0.0,run,0.0,-0.2043859,9,0
45382,1.0,2.0,1,-2.0,run,0.0,-1.3731787,11,0
45385,61.0,1.0,0,-2.0,run,0.0,-5.7245274,7,0
45386,37.0,1.0,0,0.0,run,0.0,-0.5441349,7,0
45392,79.0,1.0,0,3.0,run,0.0,-0.3739727,7,0
45394,69.0,1.0,0,3.0,run,0.0,-0.29165867,7,0
45396,49.0,1.0,0,5.0,run,0.0,-0.071370795,6,0
45397,44.0,2.0,0,0.0,run,0.0,-0.840795,7,0
45400,9.0,1.0,1,-4.0,run,0.0,-1.0552448,8,0
45401,13.0,2.0,1,2.0,run,0.0,-0.6312917,7,0
45406,17.0,1.0,0,8.0,run,1.0,0.39666337,7,0
45407,9.0,2.0,0,3.0,run,1.0,0.3223297,7,0
45408,6.0,1.0,1,0.0,run,0.0,-0.54705274,8,0
45411,15.0,3.0,1,3.0,run,0.0,-0.4678869,7,0
45419,92.0,1.0,0,6.0,run,1.0,0.24335949,8,0
45420,86.0,2.0,0,3.0,run,0.0,-0.069178164,8,0
45421,83.0,3.0,0,-3.0,run,0.0,-1.7136402,8,0
45428,47.0,1.0,0,5.0,run,1.0,0.051440947,8,0
45433,75.0,1.0,0,14.0,run,1.0,0.8918242,6,0
45434,61.0,1.0,0,1.0,run,0.0,-0.56882733,7,0
45436,48.0,1.0,0,0.0,run,0.0,-0.5602339,8,0
45439,19.0,1.0,0,1.0,run,0.0,-0.3894316,7,0
45442,5.0,1.0,1,-5.0,run,1.0,0.0068552503,7,0
45444,1.0,1.0,1,0.0,run,0.0,-0.23324622,8,0
45445,1.0,2.0,1,1.0,run,1.0,0.75765467,8,0
45446,75.0,1.0,0,8.0,run,1.0,0.4908224,6,0
45448,56.0,1.0,0,6.0,run,1.0,0.21749039,6,0
45450,43.0,1.0,0,1.0,run,0.0,-0.47557205,6,0
45454,72.0,2.0,0,9.0,run,1.0,0.9514757,7,0
45455,63.0,1.0,0,0.0,run,0.0,-0.54866225,8,0
45458,88.0,1.0,0,5.0,run,0.0,-0.12394577,7,0
45460,69.0,1.0,0,1.0,run,0.0,-0.54020786,8,0
45463,59.0,1.0,0,-3.0,run,0.0,-1.0195097,7,0
45465,53.0,3.0,0,16.0,run,1.0,1.9526284,6,0
45466,37.0,1.0,0,4.0,run,0.0,-0.12167391,6,0
45468,28.0,3.0,0,-3.0,run,0.0,-2.0738723,7,0
45473,27.0,2.0,0,0.0,run,0.0,-0.6356565,6,0
45475,65.0,1.0,0,5.0,run,0.0,-0.0001503299,7,0
45477,52.0,1.0,0,1.0,run,0.0,-0.6275714,6,0
45478,51.0,2.0,0,4.0,run,0.0,-0.08660678,6,0
45481,75.0,1.0,0,0.0,run,0.0,-0.5862365,6,0
45484,50.0,1.0,0,1.0,run,0.0,-0.42986757,6,0
45486,46.0,3.0,0,3.0,run,0.0,-1.4237741,4,1
45487,94.0,1.0,0,5.0,run,1.0,0.04115628,6,0
45496,75.0,1.0,0,-2.0,run,0.0,-6.3884006,6,0
45498,3.0,1.0,1,3.0,run,1.0,0.99256605,8,0
45500,48.0,1.0,0,15.0,run,1.0,1.9106288,6,0
45502,28.0,1.0,0,1.0,run,0.0,-0.609646,7,0
45504,13.0,3.0,0,2.0,run,0.0,-1.4990851,6,0
45506,6.0,1.0,1,-1.0,run,0.0,-0.6386445,7,0
45508,4.0,3.0,1,4.0,run,1.0,2.1547594,6,0
45510,63.0,2.0,0,3.0,run,0.0,-0.3450028,7,0
45512,59.0,4.0,0,3.0,run,1.0,2.3892775,7,0
45514,41.0,1.0,0,7.0,run,1.0,0.20544496,6,0
45515,34.0,2.0,0,11.0,run,1.0,1.0318611,6,0
45517,7.0,1.0,1,0.0,run,0.0,-0.51682544,7,0
45521,75.0,1.0,0,5.0,run,0.0,-0.040904008,6,0
45523,63.0,1.0,0,2.0,run,0.0,-0.5034776,7,0
45525,55.0,3.0,0,0.0,run,0.0,-1.9312624,7,0
45530,22.0,2.0,0,5.0,run,1.0,0.48996687,6,0
45532,27.0,2.0,0,15.0,run,1.0,0.98619914,5,0
45535,5.0,1.0,1,2.0,run,0.0,-0.058289103,7,0
45537,75.0,1.0,0,0.0,run,0.0,-0.6003469,6,0
45547,42.0,2.0,0,5.0,run,1.0,0.045994245,6,0
45548,37.0,3.0,0,8.0,run,1.0,1.4477844,5,0
45550,6.0,1.0,1,2.0,run,0.0,-0.05382473,6,0
45552,72.0,1.0,0,2.0,run,0.0,-0.250105,6,0
45557,38.0,1.0,0,11.0,run,1.0,0.43007702,7,0
45565,38.0,1.0,0,3.0,run,0.0,-0.2806495,6,0
45567,14.0,1.0,0,3.0,run,0.0,-0.30153313,7,0
45570,75.0,1.0,0,7.0,run,1.0,0.42423585,6,0
45573,53.0,2.0,0,2.0,run,0.0,-0.11932974,6,0
45574,51.0,1.0,0,1.0,run,0.0,-0.5250004,6,0
45576,38.0,1.0,0,2.0,run,0.0,-0.45553392,6,0
45580,14.0,2.0,0,14.0,run,1.0,1.872216,6,0
45581,75.0,1.0,0,3.0,run,0.0,-0.41843408,7,1
45583,66.0,3.0,0,2.0,run,1.0,0.46733984,6,0
45587,33.0,2.0,0,6.0,run,1.0,0.63003796,5,0
45590,37.0,2.0,0,7.0,run,0.0,-0.16041914,6,0
45592,75.0,1.0,0,3.0,run,0.0,-0.383247,6,0
45594,64.0,1.0,0,51.0,run,1.0,3.2478254,6,0
45595,13.0,1.0,0,1.0,run,0.0,-0.49938488,6,0
45596,12.0,2.0,0,3.0,run,0.0,-0.5522143,6,0
45603,15.0,2.0,0,2.0,run,0.0,-0.18001089,6,0
45604,13.0,1.0,0,0.0,run,1.0,0.56734085,6,0
45607,63.0,1.0,0,17.0,run,1.0,1.0535651,6,0
45608,46.0,1.0,0,1.0,run,0.0,-0.48680702,6,0
45611,88.0,1.0,0,5.0,run,0.0,-0.15884265,6,0
45615,64.0,1.0,0,5.0,run,1.0,0.63175416,6,0
45619,23.0,1.0,0,6.0,run,1.0,0.337595,6,0
45620,17.0,2.0,0,4.0,run,1.0,0.34667173,6,0
45621,13.0,1.0,0,7.0,run,1.0,0.24397536,5,0
45622,6.0,2.0,0,2.0,run,0.0,-0.6434253,6,0
45623,4.0,3.0,0,4.0,run,1.0,2.4479678,6,0
45626,43.0,2.0,0,3.0,run,1.0,0.092601515,6,0
45632,1.0,2.0,1,1.0,run,1.0,2.8961658,7,0
45634,72.0,2.0,0,4.0,run,1.0,0.50761086,6,0
45635,68.0,1.0,0,0.0,run,0.0,-0.58552235,6,0
45638,54.0,2.0,0,2.0,run,0.0,-0.68043125,7,0
45640,82.0,1.0,0,0.0,run,0.0,-0.6502789,6,0
45641,82.0,2.0,0,3.0,run,0.0,-0.5290289,6,0
45645,52.0,1.0,0,2.0,run,0.0,-0.4710816,6,0
45647,36.0,1.0,0,11.0,run,1.0,0.7211303,6,0
45652,42.0,1.0,0,2.0,run,0.0,-0.4059732,6,0
45658,74.0,1.0,0,3.0,run,0.0,-0.29728892,6,0
45661,24.0,1.0,0,2.0,run,0.0,-0.42417002,6,0
45662,22.0,2.0,0,7.0,run,1.0,0.6378909,6,0
45663,15.0,3.0,0,4.0,run,1.0,0.41735572,6,0
45664,11.0,1.0,0,11.0,run,1.0,1.8598621,6,0
45674,27.0,3.0,0,8.0,run,1.0,0.89865714,6,0
45679,68.0,2.0,0,1.0,run,0.0,-0.6281951,6,0
45681,80.0,1.0,0,5.0,run,0.0,-0.09758625,6,0
45684,15.0,1.0,0,6.0,run,1.0,0.14623374,6,0
45685,9.0,2.0,0,1.0,run,0.0,-0.51795167,6,0
45690,61.0,4.0,0,-1.0,run,0.0,-3.1870885,6,0
45691,38.0,1.0,0,6.0,run,1.0,0.4336463,6,0
45693,42.0,2.0,0,2.0,run,0.0,-0.26480404,6,0
45694,40.0,3.0,0,2.0,run,0.0,-0.9683513,6,0
45695,53.0,3.0,0,3.0,run,0.0,-1.1291467,6,0
45698,65.0,3.0,0,5.0,run,1.0,0.8209548,6,0
45706,75.0,1.0,0,2.0,run,0.0,-0.46314836,6,0
45715,50.0,1.0,0,15.0,run,1.0,0.85252756,6,0
45717,36.0,2.0,0,9.0,run,1.0,0.7466202,6,0
45718,27.0,3.0,0,14.0,run,1.0,1.4497397,7,0
45719,13.0,1.0,0,8.0,run,1.0,0.51461214,6,0
45720,5.0,2.0,0,5.0,run,1.0,1.2554786,8,0
45722,66.0,2.0,0,5.0,run,1.0,0.10953483,6,0
45724,53.0,2.0,0,3.0,run,1.0,0.10891299,6,0
45733,75.0,1.0,0,2.0,run,0.0,-0.50380605,7,0
45737,90.0,2.0,0,6.0,run,1.0,0.022541586,7,0
45739,31.0,1.0,0,1.0,run,0.0,-0.46004903,7,0
45740,30.0,2.0,0,1.0,run,0.0,-0.5104616,7,0
45742,22.0,4.0,0,2.0,run,1.0,1.3801996,8,0
45743,20.0,1.0,0,4.0,run,0.0,-0.1414746,7,0
45748,40.0,1.0,0,5.0,run,1.0,0.091181315,7,0
45755,26.0,2.0,0,2.0,run,0.0,-0.14732915,8,0
45757,18.0,2.0,0,13.0,run,1.0,1.5487043,7,0
45758,5.0,1.0,1,1.0,run,0.0,-0.34330878,8,0
45762,75.0,1.0,0,1.0,run,0.0,-0.10602257,7,0
45774,84.0,2.0,0,-2.0,run,0.0,-1.0895991,7,0
45776,57.0,1.0,0,5.0,run,1.0,0.17908922,6,0
45778,57.0,3.0,0,11.0,run,1.0,2.5280917,5,0
45779,41.0,1.0,0,11.0,run,1.0,0.6890069,6,0
45781,75.0,1.0,0,2.0,run,0.0,-0.49232978,7,0
45782,73.0,2.0,0,9.0,run,1.0,1.2512697,6,1
45786,44.0,1.0,0,13.0,run,1.0,0.9297269,7,0
45787,31.0,1.0,0,2.0,run,0.0,-0.32314762,6,0
45791,45.0,2.0,0,2.0,run,0.0,-0.50004065,8,0
45794,21.0,2.0,0,3.0,run,1.0,0.08124671,6,0
45796,14.0,2.0,0,4.0,run,0.0,-0.032516684,7,0
45801,73.0,1.0,0,27.0,run,1.0,1.7196469,7,0
45802,46.0,1.0,0,-4.0,run,0.0,-1.1002194,6,0
45805,2.0,1.0,1,2.0,run,1.0,0.7885243,8,0
45807,70.0,1.0,0,1.0,run,0.0,-0.486621,7,0
45810,64.0,1.0,0,2.0,run,0.0,-0.451142,7,0
45811,62.0,2.0,0,0.0,run,0.0,-0.7438101,6,0
45813,57.0,1.0,0,2.0,run,0.0,-0.44416854,7,0
45816,30.0,2.0,0,7.0,run,1.0,0.8334401,8,0
45818,15.0,2.0,0,15.0,run,1.0,2.0758848,6,0
45820,66.0,2.0,0,1.0,run,0.0,-0.31914198,7,0
45824,44.0,2.0,0,15.0,run,1.0,1.2481207,5,0
45829,3.0,3.0,0,2.0,run,1.0,0.93198264,8,0
45833,57.0,1.0,0,2.0,run,0.0,-0.6350131,8,0
45834,55.0,2.0,0,-3.0,run,0.0,-0.96721303,8,0
45835,58.0,3.0,0,2.0,run,0.0,-0.22037998,8,0
45839,80.0,4.0,0,14.0,run,1.0,0.20155933,4,1
45847,86.0,2.0,0,0.0,run,0.0,-0.8311815,7,0
45849,88.0,1.0,0,3.0,run,0.0,-0.66356844,7,0
45852,57.0,1.0,0,2.0,run,0.0,-0.50988615,7,0
45859,45.0,1.0,0,1.0,run,0.0,-0.55273783,6,0
45861,33.0,1.0,0,2.0,run,0.0,-0.36543882,6,0
45862,31.0,2.0,0,9.0,run,1.0,1.1081827,6,0
45863,22.0,1.0,0,-1.0,run,0.0,-0.8347234,6,0
45866,75.0,1.0,0,11.0,run,1.0,0.73420167,7,0
45867,64.0,1.0,0,2.0,run,0.0,-0.5751069,8,0
45869,52.0,1.0,0,-2.0,run,0.0,-0.98888564,7,0
45872,26.0,1.0,0,-1.0,run,0.0,-0.8511544,7,0
45876,75.0,2.0,0,2.0,run,0.0,-0.6731652,6,0
45878,54.0,1.0,0,4.0,run,1.0,0.38175625,7,0
45881,75.0,2.0,0,1.0,run,0.0,-0.7973713,7,0
45883,73.0,1.0,0,7.0,run,1.0,0.19745378,6,0
45888,40.0,1.0,0,8.0,run,1.0,0.52812016,7,0
45890,10.0,1.0,1,3.0,run,0.0,-0.124326006,7,0
45891,7.0,2.0,1,-1.0,run,0.0,-1.015399,6,0
45893,4.0,1.0,1,0.0,run,0.0,-0.47196072,6,0
45895,14.0,2.0,1,8.0,run,1.0,0.16444646,6,0
45898,83.0,2.0,0,4.0,run,1.0,0.037243914,7,0
45910,66.0,3.0,0,0.0,run,0.0,-1.8090616,8,0
45911,81.0,1.0,0,4.0,run,0.0,-0.2489957,7,0
45912,77.0,2.0,0,8.0,run,1.0,2.08197,8,0
45913,54.0,1.0,0,5.0,run,0.0,-0.027839463,8,0
45915,33.0,1.0,0,-3.0,run,0.0,-1.1846021,8,0
45917,29.0,3.0,0,1.0,run,0.0,-1.2366724,7,0
45918,63.0,1.0,0,4.0,run,0.0,-0.21435817,6,0
45919,59.0,2.0,0,3.0,run,0.0,-0.36800045,7,0
45924,55.0,3.0,0,13.0,run,0.0,-0.57635266,5,0
45925,83.0,1.0,0,1.0,run,0.0,-0.61740035,7,0
45927,74.0,1.0,0,3.0,run,0.0,-0.27079552,7,0
45937,82.0,1.0,0,0.0,run,0.0,-0.65550244,6,0
45940,43.0,1.0,0,4.0,run,0.0,-0.16342431,6,0
45941,39.0,2.0,0,2.0,run,0.0,-0.41448376,8,0
45945,45.0,1.0,0,4.0,run,0.0,-0.19693059,7,0
45946,41.0,2.0,0,12.0,run,1.0,1.2336721,7,0
45947,29.0,1.0,0,21.0,run,1.0,1.381212,6,0
45948,8.0,1.0,1,0.0,run,0.0,-0.60027146,6,0
45950,3.0,3.0,1,3.0,run,1.0,2.1857307,7,0
45952,82.0,2.0,0,-4.0,run,0.0,-1.6512038,6,0
45957,47.0,1.0,0,1.0,run,0.0,-0.4898943,7,0
45961,28.0,3.0,0,2.0,run,1.0,0.66184795,6,0
45968,75.0,1.0,0,8.0,run,1.0,0.56455135,6,0
45970,67.0,2.0,0,4.0,run,1.0,0.369868,7,0
45971,63.0,1.0,0,1.0,run,0.0,-0.5255502,7,0
45972,62.0,2.0,0,-1.0,run,0.0,-0.7802295,7,0
45973,63.0,3.0,0,4.0,run,0.0,-1.1867814,6,0
45978,76.0,2.0,0,1.0,run,0.0,-0.31640753,6,0
45979,75.0,3.0,0,13.0,run,1.0,2.2276692,5,0
45980,62.0,1.0,0,-2.0,run,0.0,-0.8803793,7,0
45985,19.0,2.0,0,1.0,run,0.0,-0.5740565,6,0
45987,73.0,1.0,0,7.0,run,1.0,0.32436532,6,0
45989,61.0,1.0,0,5.0,run,1.0,0.054739006,6,0
45996,84.0,2.0,0,8.0,run,1.0,0.29496682,7,0
45999,72.0,2.0,0,2.0,run,0.0,-0.5502917,7,0
46001,80.0,1.0,0,1.0,run,0.0,-0.5897245,7,0
46008,24.0,2.0,0,18.0,run,1.0,0.9744031,6,0
46011,1.0,3.0,1,-1.0,run,0.0,-2.5882237,8,0
46013,98.0,1.0,0,2.0,run,0.0,-0.32921258,8,0
46014,96.0,2.0,0,4.0,run,0.0,-0.11007218,7,0
46017,92.0,1.0,0,3.0,run,0.0,-0.08656287,6,0
46018,89.0,2.0,0,23.0,run,1.0,2.3813207,6,0
46019,66.0,1.0,0,2.0,run,0.0,-0.3138143,6,0
46022,45.0,1.0,0,1.0,run,0.0,-0.50506955,6,0
46024,37.0,3.0,0,7.0,run,1.0,0.86588544,6,0
46033,29.0,2.0,0,7.0,run,1.0,0.66066855,6,0
46037,75.0,1.0,0,10.0,run,0.0,-0.14084552,6,0
46038,83.0,1.0,0,4.0,run,0.0,-0.25869703,6,0
46042,73.0,2.0,0,4.0,run,0.0,-0.41144648,6,0
46045,53.0,2.0,0,23.0,run,1.0,1.4487021,6,0
46046,30.0,1.0,0,13.0,run,1.0,0.85509765,7,0
46047,17.0,1.0,0,2.0,run,0.0,-0.38323233,6,0
46051,60.0,2.0,0,10.0,run,1.0,0.47637364,7,0
46056,81.0,1.0,0,6.0,run,1.0,0.3821637,6,0
46057,75.0,2.0,0,13.0,run,1.0,0.9839535,6,0
46062,69.0,1.0,0,3.0,run,0.0,-0.26682281,6,0
46064,46.0,1.0,0,5.0,run,1.0,0.05568106,6,0
46065,41.0,2.0,0,3.0,run,0.0,-0.3624007,6,0
46066,38.0,3.0,0,1.0,run,0.0,-1.1804553,6,0
46071,18.0,2.0,0,5.0,run,1.0,0.11992121,6,0
46073,7.0,1.0,1,-3.0,run,0.0,-0.8652148,6,0
46074,10.0,2.0,1,10.0,run,1.0,2.493646,6,2
46081,64.0,1.0,0,10.0,run,1.0,0.6614351,8,0
46082,54.0,1.0,0,2.0,run,0.0,-0.41736558,7,0
46083,52.0,2.0,0,1.0,run,0.0,-0.6183173,7,0
46084,51.0,3.0,0,7.0,run,1.0,1.606937,6,0
46085,44.0,1.0,0,6.0,run,1.0,0.2554632,6,0
46086,38.0,2.0,0,34.0,run,1.0,2.4657025,6,0
46087,4.0,1.0,1,1.0,run,0.0,-0.15137087,7,0
46088,3.0,2.0,1,1.0,run,0.0,-0.6958971,6,0
46089,2.0,3.0,1,2.0,run,1.0,2.13417,6,0
46097,75.0,1.0,0,2.0,run,0.0,-0.456411,6,0
46100,79.0,1.0,0,4.0,run,1.0,0.043221895,6,0
46103,37.0,1.0,0,2.0,run,0.0,-0.4490519,6,0
46106,25.0,1.0,0,0.0,run,0.0,-0.4560489,6,0
46111,80.0,1.0,0,7.0,run,1.0,1.9012876,6,0
46114,31.0,2.0,0,2.0,run,0.0,-0.23353449,6,0
46115,29.0,3.0,0,0.0,run,0.0,-1.1872067,7,0
46116,29.0,4.0,0,1.0,run,1.0,1.7287908,7,0
46118,28.0,2.0,0,3.0,run,0.0,-0.45935607,6,0
46121,60.0,1.0,0,0.0,run,0.0,-0.4951624,6,0
46126,56.0,2.0,0,7.0,run,1.0,0.16206202,6,0
46132,75.0,1.0,0,1.0,run,0.0,-0.5257272,6,0
46133,74.0,2.0,0,3.0,run,0.0,-0.27721694,6,0
46135,61.0,1.0,0,9.0,run,1.0,0.76207024,6,0
46136,52.0,2.0,0,36.0,run,1.0,2.078266,6,0
46137,16.0,1.0,0,1.0,run,0.0,-0.38982436,6,0
46144,62.0,2.0,0,15.0,run,1.0,1.3059992,6,0
46152,31.0,2.0,0,5.0,run,0.0,-0.039208293,6,0
46154,73.0,1.0,0,3.0,run,0.0,-0.10590766,6,0
46158,42.0,3.0,0,1.0,run,1.0,0.33764535,6,0
46166,49.0,1.0,0,1.0,run,0.0,-0.18409525,6,0
46169,69.0,1.0,0,1.0,run,0.0,-0.39199263,6,0
46173,71.0,1.0,0,1.0,run,0.0,-0.52835876,6,0
46178,28.0,1.0,0,8.0,run,1.0,0.4916406,6,0
46179,20.0,2.0,0,-1.0,run,0.0,-0.76820314,6,0
46184,36.0,1.0,0,-1.0,run,0.0,-0.9730346,6,0
46188,41.0,1.0,0,4.0,run,0.0,-0.9440008,6,0
46191,21.0,1.0,0,5.0,run,1.0,0.23776774,6,0
46193,4.0,1.0,1,3.0,run,1.0,0.21442972,7,0
46194,1.0,2.0,1,0.0,run,0.0,-0.38955083,7,0
46195,1.0,3.0,1,1.0,run,1.0,1.1307881,7,0
46196,75.0,1.0,0,2.0,run,0.0,-0.48623243,6,0
46205,1.0,1.0,1,1.0,run,1.0,0.5814559,7,0
46208,39.0,1.0,0,4.0,run,0.0,-0.117785074,6,0
46209,35.0,2.0,0,11.0,run,1.0,1.2592865,6,0
46210,24.0,1.0,0,10.0,run,1.0,1.0485225,6,0
46211,7.0,1.0,1,7.0,run,1.0,1.5725286,6,0
46217,55.0,3.0,0,10.0,run,1.0,1.2350082,6,0
46221,81.0,1.0,0,3.0,run,0.0,-0.37747362,6,0
46229,27.0,1.0,0,10.0,run,1.0,0.76978123,6,0
46230,17.0,1.0,0,3.0,run,0.0,-0.37888896,6,0
46231,14.0,2.0,0,12.0,run,1.0,1.810279,6,0
46232,2.0,1.0,1,-3.0,run,0.0,-1.2687547,7,0
46247,75.0,1.0,0,2.0,run,0.0,-0.45866108,7,0
46251,64.0,2.0,0,6.0,run,0.0,-0.20695491,6,0
46254,82.0,1.0,0,5.0,run,0.0,-0.03232612,7,0
46255,77.0,2.0,0,1.0,run,0.0,-0.6066695,7,0
46259,14.0,1.0,0,11.0,run,1.0,1.051718,7,0
46260,3.0,1.0,1,1.0,run,1.0,0.2694769,6,0
46263,75.0,1.0,0,7.0,run,1.0,0.40658227,6,0
46265,68.0,3.0,0,11.0,run,1.0,1.5555292,6,0
46266,57.0,1.0,0,17.0,run,1.0,1.1888862,7,1
46267,40.0,1.0,0,3.0,run,0.0,-0.33886313,6,0
